timestamp,t,drone_id,experiment_id,pattern,x,y,z,vx,vy,vz,roll,pitch,yaw,ax,ay,az,gx,gy,gz,mx,my,mz,rpm1,rpm2,rpm3,rpm4,battery
1782499372.3358364,6.272758960723877,drone_1,,square,,,,,,,,,,0.01,0.005,0.97,0.106,0.0,0.0,0.066,0.0,0.0,12642,12019,11350,12970,7.121
1782499372.5950196,6.531942129135132,drone_1,,square,,,,,,,,,,0.008,0.013,0.992,-0.077,0.059,0.02,0.066,0.0,0.0,12626,12121,11534,12594,7.124
1782499372.7649832,6.701905727386475,drone_1,,square,,,,,,,,,,0.004,0.002,0.972,0.025,0.017,0.022,0.066,0.0,0.0,12300,12453,11614,12594,7.12
1782499372.944321,6.881243467330933,drone_1,,square,,,,,,,,,,0.001,0.012,1.022,-0.038,-0.026,-0.002,0.066,0.0,0.0,12330,12406,11862,12330,7.121
1782499373.1536088,7.090531349182129,drone_1,,square,,,,,,,,,,0.011,0.014,1.015,-0.01,0.034,-0.01,0.066,0.0,0.0,12345,12269,12004,12239,7.124
1782499373.3472652,7.2841877937316895,drone_1,,square,,,,,,,,,,0.003,0.004,1.036,0.039,0.023,-0.02,0.066,0.0,0.0,12330,12315,11933,12578,7.123
1782499373.531597,7.468519449234009,drone_1,,square,,,,,,,,,,0.009,0.009,0.98,0.02,0.113,-0.009,0.066,0.0,0.0,12330,12269,11918,12239,7.119
1782499373.7093675,7.646290063858032,drone_1,,square,,,,,,,,,,-0.001,0.005,0.978,0.085,-0.025,-0.013,0.066,0.0,0.0,12468,12269,11848,12391,7.123
1782499373.9219134,7.858835935592651,drone_1,,square,,,,,,,,,,-0.001,0.009,1.04,0.036,0.015,-0.009,0.066,0.0,0.0,12376,12239,11820,12562,7.113
1782499374.111069,8.047991514205933,drone_1,,square,,,,,,,,,,0.001,0.019,1.033,-0.058,0.017,-0.006,0.066,0.0,0.0,12578,12150,11764,12610,7.115
1782499374.3025415,8.239464044570923,drone_1,,square,,,,,,,,,,0.003,0.005,1.006,0.035,-0.023,0.006,0.066,0.0,0.0,12610,12004,11764,12722,7.117
